Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EmployeeNumber,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
56,Yes,Travel_Frequently,679,Human Resources,6,1,Marketing,1,427,3,Female,77,3,1,Sales Executive,2,Divorced,18490,20698,2,Y,Yes,24,3,1,80,1,30,1,3,3,12,4,7
53,No,Non-Travel,1375,Human Resources,4,1,Human Resources,1,428,2,Male,78,3,4,Manufacturing Director,1,Divorced,4426,12327,4,Y,No,20,4,2,80,1,35,1,3,26,4,12,13
50,No,Travel_Frequently,659,Research & Development,13,3,Other,1,429,3,Male,76,4,2,Research Scientist,3,Single,16497,20033,0,Y,No,23,4,3,80,3,36,0,4,24,6,2,0
47,No,Travel_Frequently,795,Sales,4,1,Marketing,1,430,2,Male,85,4,4,Sales Executive,4,Single,13336,13411,6,Y,No,12,3,2,80,3,34,5,1,3,9,9,9
54,No,Non-Travel,1213,Research & Development,22,4,Human Resources,1,431,3,Male,94,2,5,Manager,3,Married,7316,8900,0,Y,Yes,13,3,2,80,1,9,4,1,31,10,7,6
40,Yes,Travel_Rarely,545,Research & Development,14,3,Human Resources,1,432,4,Female,41,1,3,Manufacturing Director,4,Married,7362,18137,3,Y,Yes,21,3,3,80,3,16,5,4,16,2,1,17
27,Yes,Non-Travel,1116,Sales,16,5,Human Resources,1,433,3,Female,98,1,4,Sales Representative,3,Married,6693,5800,5,Y,No,21,4,3,80,1,29,0,2,0,12,0,11
22,No,Travel_Frequently,1455,Human Resources,29,3,Medical,1,434,3,Male,35,4,3,Manager,2,Divorced,10990,4478,0,Y,Yes,14,4,4,80,0,6,5,2,32,1,4,1
53,No,Travel_Frequently,1262,Research & Development,4,4,Human Resources,1,435,1,Male,94,3,2,Healthcare Representative,1,Married,17133,11967,6,Y,Yes,15,4,1,80,3,17,5,3,29,3,10,17
51,Yes,Non-Travel,456,Research & Development,24,5,Technical Degree,1,436,2,Male,54,2,4,Research Scientist,3,Single,16178,12158,9,Y,Yes,19,4,2,80,0,18,6,2,4,2,3,6
48,No,Travel_Rarely,373,Human Resources,25,3,Life Sciences,1,437,4,Female,30,2,4,Healthcare Representative,1,Married,12629,9054,6,Y,No,16,4,3,80,0,14,1,1,11,14,10,11
27,No,Travel_Rarely,1142,Human Resources,1,1,Technical Degree,1,438,1,Female,61,1,2,Human Resources,4,Married,16751,8059,2,Y,No,11,3,3,80,3,38,2,4,37,3,15,13
36,No,Travel_Frequently,410,Sales,13,2,Life Sciences,1,439,2,Female,32,4,2,Human Resources,2,Single,2425,11959,3,Y,Yes,13,4,2,80,1,21,1,2,31,3,9,9
49,No,Travel_Frequently,969,Human Resources,4,2,Other,1,440,4,Male,78,1,1,Research Scientist,1,Single,5044,14007,5,Y,No,17,4,3,80,2,38,5,4,37,14,14,8
18,No,Travel_Rarely,985,Human Resources,20,1,Other,1,441,4,Female,48,1,5,Sales Representative,3,Divorced,13480,10433,6,Y,No,18,4,4,80,0,29,2,2,16,5,6,14
22,No,Non-Travel,253,Human Resources,18,2,Life Sciences,1,442,4,Female,89,4,4,Manufacturing Director,1,Single,13106,8209,3,Y,Yes,17,3,2,80,3,19,6,3,39,4,14,9
21,No,Travel_Frequently,1383,Sales,6,2,Technical Degree,1,443,2,Female,58,3,4,Laboratory Technician,1,Single,8229,9115,9,Y,Yes,15,4,3,80,0,31,4,1,31,11,12,11
33,Yes,Travel_Rarely,719,Human Resources,3,1,Life Sciences,1,444,4,Female,79,2,2,Sales Executive,4,Married,3239,15068,8,Y,No,25,4,2,80,1,24,3,3,23,6,8,11
41,No,Travel_Frequently,982,Human Resources,23,1,Human Resources,1,445,4,Female,31,3,2,Laboratory Technician,2,Single,8566,20640,8,Y,No,20,4,3,80,3,22,2,4,11,2,15,8
33,No,Non-Travel,896,Sales,13,3,Medical,1,446,1,Male,85,4,5,Human Resources,2,Divorced,6213,5368,8,Y,Yes,18,4,3,80,2,4,0,1,30,6,5,3
19,Yes,Travel_Rarely,224,Human Resources,27,3,Other,1,447,3,Male,46,4,2,Human Resources,1,Married,5006,18128,9,Y,Yes,19,3,1,80,3,29,1,1,18,11,10,0
45,No,Travel_Frequently,1477,Human Resources,16,1,Medical,1,448,2,Male,89,2,3,Sales Representative,1,Divorced,9025,4827,5,Y,Yes,17,3,2,80,0,38,6,3,28,14,0,15
49,No,Non-Travel,1396,Sales,27,4,Human Resources,1,449,3,Male,65,3,3,Laboratory Technician,4,Single,8558,17990,1,Y,No,21,3,1,80,3,26,6,2,20,18,14,0
44,No,Travel_Frequently,718,Research & Development,5,2,Human Resources,1,450,1,Female,90,2,3,Laboratory Technician,1,Divorced,3184,4487,1,Y,No,19,4,3,80,3,36,1,3,25,5,15,12
37,No,Non-Travel,344,Sales,4,3,Other,1,451,3,Male,46,1,3,Manufacturing Director,4,Divorced,16430,21987,3,Y,Yes,11,3,2,80,0,6,5,4,27,7,7,2
41,No,Non-Travel,947,Human Resources,21,2,Other,1,452,4,Male,78,1,5,Sales Representative,2,Single,10102,21905,8,Y,Yes,24,3,2,80,2,4,5,2,16,5,1,11
29,No,Travel_Rarely,549,Human Resources,8,5,Human Resources,1,453,4,Male,89,1,4,Sales Representative,2,Single,15869,15347,2,Y,Yes,19,4,4,80,1,14,5,3,8,2,3,8
52,No,Non-Travel,1029,Human Resources,19,1,Marketing,1,454,2,Female,49,3,3,Research Scientist,4,Married,9116,22901,5,Y,Yes,13,4,4,80,3,7,6,3,20,4,2,3
50,No,Travel_Frequently,1370,Sales,14,4,Medical,1,455,2,Male,79,1,2,Healthcare Representative,1,Married,14937,18277,1,Y,No,16,3,3,80,2,8,5,2,33,8,5,1
50,No,Non-Travel,619,Human Resources,7,5,Medical,1,456,2,Female,32,2,3,Sales Representative,2,Married,6383,3643,0,Y,Yes,18,3,3,80,1,10,1,2,10,15,1,8
54,No,Non-Travel,1264,Human Resources,14,5,Marketing,1,457,1,Female,72,3,5,Sales Representative,3,Single,6507,19596,4,Y,Yes,13,3,3,80,0,21,2,2,19,15,4,12
29,No,Travel_Rarely,461,Sales,6,5,Technical Degree,1,458,2,Female,86,2,2,Manager,4,Divorced,16735,23087,7,Y,No,14,3,3,80,2,33,4,3,38,8,10,13
20,No,Non-Travel,107,Research & Development,12,1,Medical,1,459,1,Male,79,4,3,Research Director,2,Divorced,18519,23818,9,Y,Yes,17,4,4,80,2,34,2,2,15,17,15,2
18,No,Non-Travel,577,Research & Development,16,3,Life Sciences,1,460,4,Female,97,3,4,Laboratory Technician,2,Married,4025,2019,9,Y,No,22,4,2,80,3,12,0,2,28,12,8,17
50,No,Travel_Frequently,1475,Human Resources,17,1,Human Resources,1,461,3,Male,79,2,2,Sales Executive,2,Married,6854,2675,1,Y,No,17,3,1,80,0,10,1,2,0,10,14,8
57,No,Travel_Rarely,594,Sales,13,3,Human Resources,1,462,4,Male,66,2,2,Laboratory Technician,3,Single,7367,22861,9,Y,No,14,3,2,80,3,31,2,1,17,9,2,14
27,No,Travel_Rarely,932,Human Resources,23,5,Marketing,1,463,4,Male,75,3,4,Research Scientist,3,Divorced,4890,18992,8,Y,Yes,19,3,2,80,0,14,1,4,21,9,1,9
46,Yes,Travel_Rarely,1162,Sales,14,5,Medical,1,464,4,Female,71,4,2,Research Scientist,3,Married,5773,24670,7,Y,No,23,4,4,80,1,37,6,2,7,5,1,16
30,No,Non-Travel,692,Sales,29,4,Technical Degree,1,465,2,Female,44,3,3,Research Scientist,1,Single,17819,18445,2,Y,Yes,13,4,2,80,3,0,0,4,6,15,14,12
29,Yes,Travel_Rarely,286,Research & Development,7,3,Medical,1,466,2,Male,62,1,2,Healthcare Representative,4,Married,3528,11457,0,Y,No,22,4,2,80,0,23,6,2,24,11,8,0
48,Yes,Non-Travel,853,Research & Development,14,5,Human Resources,1,467,2,Female,40,1,3,Sales Executive,1,Single,13820,3154,3,Y,No,18,3,3,80,0,39,3,2,29,3,5,10
19,No,Non-Travel,192,Sales,15,2,Other,1,468,3,Female,49,4,4,Manufacturing Director,3,Divorced,7049,11820,7,Y,No,18,4,1,80,2,21,3,1,33,4,1,4
52,No,Travel_Frequently,185,Human Resources,12,4,Life Sciences,1,469,2,Female,53,2,1,Healthcare Representative,4,Single,2848,11818,2,Y,Yes,23,3,2,80,3,2,3,1,10,1,2,8
40,Yes,Travel_Frequently,1167,Research & Development,17,1,Marketing,1,470,1,Male,93,2,4,Research Scientist,1,Married,12119,5716,9,Y,Yes,14,3,2,80,3,13,1,2,14,18,14,6
34,No,Travel_Frequently,236,Human Resources,9,4,Other,1,471,4,Female,94,2,3,Healthcare Representative,1,Married,12357,7242,1,Y,No,17,4,1,80,1,1,2,2,34,0,13,6
43,No,Travel_Frequently,520,Research & Development,22,2,Technical Degree,1,472,3,Female,46,3,5,Manufacturing Director,1,Divorced,18167,23943,6,Y,Yes,14,3,3,80,0,31,1,2,22,3,0,1
25,No,Travel_Frequently,173,Research & Development,15,3,Other,1,473,3,Male,90,3,4,Research Director,3,Divorced,14478,7022,3,Y,No,23,4,4,80,2,37,6,4,20,11,1,17
46,No,Non-Travel,1279,Human Resources,12,1,Other,1,474,3,Female,44,4,5,Sales Executive,2,Married,4121,24869,5,Y,No,22,4,4,80,0,32,4,2,27,1,14,9
43,No,Non-Travel,1378,Research & Development,2,1,Technical Degree,1,475,3,Male,80,1,5,Healthcare Representative,4,Married,14910,19826,4,Y,No,11,3,2,80,0,5,6,4,12,11,1,4
27,No,Travel_Rarely,270,Research & Development,5,3,Other,1,476,3,Female,56,2,3,Sales Executive,3,Married,6681,3653,1,Y,No,11,3,3,80,0,38,2,1,33,15,10,15
43,Yes,Non-Travel,269,Human Resources,13,4,Marketing,1,477,1,Female,90,1,3,Manufacturing Director,4,Divorced,16755,4502,9,Y,Yes,24,4,4,80,3,24,6,4,37,1,1,4
51,No,Non-Travel,971,Research & Development,27,5,Human Resources,1,478,4,Female,87,3,1,Research Director,3,Married,2472,21653,1,Y,No,11,4,4,80,0,33,6,2,5,16,6,14
58,No,Travel_Frequently,421,Research & Development,20,4,Medical,1,479,3,Female,60,3,2,Sales Executive,1,Divorced,2113,18665,8,Y,Yes,12,4,4,80,1,10,0,1,3,1,2,15
24,No,Non-Travel,555,Research & Development,23,2,Other,1,480,4,Female,41,3,4,Research Scientist,1,Married,15690,16086,9,Y,No,16,4,4,80,2,36,5,3,4,3,12,3
21,No,Travel_Frequently,1043,Human Resources,8,5,Marketing,1,481,2,Female,75,1,3,Sales Executive,2,Single,8473,5403,1,Y,No,22,4,4,80,2,6,3,1,39,5,14,13
28,No,Travel_Rarely,889,Sales,27,4,Medical,1,482,3,Male,60,4,4,Sales Representative,2,Single,10530,3235,7,Y,No,20,4,2,80,0,21,2,3,5,6,13,16
46,No,Travel_Rarely,712,Human Resources,14,3,Medical,1,483,3,Female,61,4,5,Research Scientist,4,Married,3196,23144,7,Y,No,21,4,4,80,2,38,2,4,20,14,10,16
53,No,Non-Travel,1278,Sales,15,2,Other,1,484,4,Female,61,3,2,Sales Executive,2,Single,18462,15149,0,Y,No,15,3,2,80,0,9,3,1,27,19,3,15
42,No,Travel_Rarely,988,Research & Development,11,2,Marketing,1,485,3,Female,82,2,1,Manager,2,Divorced,8017,16396,0,Y,Yes,21,4,1,80,3,20,6,1,2,11,1,8
38,No,Non-Travel,448,Sales,1,2,Human Resources,1,486,3,Male,90,1,4,Manager,4,Single,4652,16430,3,Y,Yes,12,3,1,80,2,5,0,1,22,4,4,1
53,No,Travel_Rarely,1296,Human Resources,21,5,Other,1,487,3,Male,75,3,2,Research Scientist,3,Single,12832,19169,1,Y,No,18,3,3,80,3,0,1,4,7,13,13,10
27,No,Travel_Frequently,109,Human Resources,3,1,Technical Degree,1,488,1,Male,36,1,1,Sales Executive,2,Divorced,7385,15864,0,Y,Yes,19,4,2,80,3,33,1,2,18,15,8,14
54,Yes,Travel_Frequently,839,Research & Development,17,5,Medical,1,489,1,Female,33,1,4,Laboratory Technician,3,Single,16708,17506,8,Y,Yes,17,4,3,80,1,13,6,4,10,10,11,2
26,No,Travel_Frequently,1388,Sales,28,4,Other,1,490,3,Female,81,4,2,Healthcare Representative,1,Single,19211,13509,2,Y,No,22,4,1,80,1,35,6,1,9,11,8,15
41,No,Travel_Frequently,1370,Research & Development,19,1,Medical,1,491,1,Male,60,3,3,Manager,2,Married,16571,5194,0,Y,No,24,4,1,80,2,26,5,2,27,18,6,5
52,No,Non-Travel,766,Research & Development,14,4,Marketing,1,492,2,Male,65,4,4,Laboratory Technician,1,Divorced,13002,6789,1,Y,No,25,4,1,80,0,8,2,1,19,16,11,13
52,No,Travel_Rarely,645,Human Resources,22,1,Life Sciences,1,493,3,Male,83,3,2,Human Resources,1,Divorced,5385,22159,7,Y,No,25,3,1,80,0,5,3,1,27,6,7,4
53,No,Non-Travel,228,Sales,23,5,Other,1,494,2,Female,83,1,1,Healthcare Representative,3,Married,3965,12638,4,Y,Yes,22,3,4,80,0,30,6,3,28,8,12,4
35,No,Travel_Frequently,700,Sales,8,2,Human Resources,1,495,4,Male,46,4,2,Research Scientist,4,Married,4427,7350,6,Y,Yes,19,4,1,80,0,16,6,1,7,13,13,5
56,No,Non-Travel,704,Sales,13,3,Other,1,496,2,Female,59,1,3,Manager,2,Single,4841,2533,5,Y,Yes,14,4,4,80,1,35,4,4,18,19,4,17
49,No,Travel_Rarely,426,Sales,27,2,Medical,1,497,4,Female,51,3,4,Research Director,3,Single,8563,5663,0,Y,Yes,23,4,4,80,0,20,0,4,20,11,4,17
41,No,Non-Travel,1079,Research & Development,20,5,Marketing,1,498,3,Female,72,2,4,Manager,4,Single,16387,2129,5,Y,No,17,4,3,80,0,26,1,4,17,14,11,1
40,No,Travel_Rarely,503,Research & Development,3,1,Technical Degree,1,499,4,Male,56,4,4,Manufacturing Director,1,Married,7840,14563,6,Y,No,15,3,4,80,3,27,0,2,8,11,2,16
49,No,Non-Travel,728,Human Resources,5,2,Human Resources,1,500,4,Female,66,4,3,Manager,2,Divorced,17154,21343,3,Y,No,15,3,3,80,0,15,0,3,3,12,5,0
54,Yes,Travel_Rarely,1482,Research & Development,9,5,Marketing,1,501,2,Male,75,1,1,Research Director,1,Single,16093,3858,7,Y,No,13,3,4,80,0,34,5,3,24,8,0,8
29,Yes,Travel_Rarely,817,Research & Development,29,4,Other,1,502,2,Male,64,1,4,Research Director,1,Married,6352,17735,7,Y,Yes,19,4,4,80,1,35,0,1,33,6,2,12
30,No,Travel_Frequently,1140,Human Resources,6,3,Technical Degree,1,503,2,Male,33,2,1,Research Scientist,2,Divorced,2184,14342,6,Y,Yes,23,4,1,80,2,34,3,1,8,0,10,3
40,Yes,Travel_Rarely,373,Human Resources,25,2,Marketing,1,504,3,Male,55,4,2,Research Director,4,Married,12384,5649,1,Y,No,20,4,2,80,3,18,5,3,8,9,1,4
42,No,Travel_Frequently,784,Human Resources,22,1,Life Sciences,1,505,3,Female,48,3,1,Manager,4,Single,16319,12978,5,Y,Yes,15,3,4,80,3,20,6,2,17,5,6,17
52,No,Travel_Frequently,215,Research & Development,2,4,Human Resources,1,506,2,Female,74,3,1,Research Scientist,2,Married,10437,21481,5,Y,Yes,16,3,2,80,2,32,3,4,10,14,8,9
58,No,Travel_Frequently,960,Research & Development,13,5,Medical,1,507,3,Female,55,4,4,Sales Executive,2,Married,12426,21896,6,Y,No,13,3,2,80,3,22,5,1,12,14,3,3
47,No,Non-Travel,792,Human Resources,5,3,Marketing,1,508,3,Female,51,4,5,Manager,3,Married,9504,6860,5,Y,Yes,20,4,2,80,0,5,3,3,37,8,6,12
34,No,Non-Travel,1214,Human Resources,28,1,Marketing,1,509,4,Male,87,4,5,Sales Representative,3,Married,2600,11412,1,Y,No,17,3,4,80,0,31,5,2,8,12,7,12
37,Yes,Non-Travel,1205,Human Resources,27,5,Life Sciences,1,510,4,Male,92,2,3,Healthcare Representative,1,Divorced,9804,10833,7,Y,Yes,19,4,2,80,2,21,5,4,15,0,9,16
42,No,Non-Travel,423,Research & Development,25,5,Other,1,511,2,Male,57,3,3,Research Director,2,Single,15249,16135,3,Y,Yes,19,3,4,80,1,2,2,1,3,8,1,7
39,No,Travel_Rarely,1060,Research & Development,8,2,Human Resources,1,512,3,Male,94,3,5,Human Resources,4,Divorced,7537,2723,8,Y,No,24,4,1,80,1,34,3,4,33,2,6,3
30,Yes,Travel_Rarely,213,Sales,23,2,Human Resources,1,513,4,Female,73,1,2,Manufacturing Director,1,Married,16685,2737,7,Y,No,25,4,4,80,3,15,2,4,6,8,15,2
36,No,Non-Travel,1181,Research & Development,1,1,Medical,1,514,1,Male,72,1,4,Sales Representative,1,Married,10724,15879,2,Y,No,23,4,3,80,1,24,6,3,14,19,12,10
53,No,Travel_Rarely,253,Research & Development,20,5,Marketing,1,515,3,Female,66,4,4,Research Director,1,Single,7084,3299,2,Y,Yes,20,4,1,80,1,16,5,3,37,14,11,11
29,No,Travel_Rarely,1389,Research & Development,12,2,Technical Degree,1,516,1,Male,95,1,2,Manager,1,Single,4042,21864,7,Y,No,24,3,2,80,1,38,1,4,10,6,2,8
58,No,Travel_Frequently,414,Human Resources,23,3,Marketing,1,517,2,Male,46,2,2,Research Scientist,4,Divorced,18741,2339,1,Y,Yes,20,3,2,80,1,12,5,4,31,3,15,14
36,No,Travel_Frequently,1164,Research & Development,11,3,Medical,1,518,3,Male,69,3,5,Sales Representative,1,Divorced,18761,2152,8,Y,No,15,3,3,80,1,27,1,1,26,19,7,12
29,No,Travel_Frequently,204,Human Resources,7,5,Marketing,1,519,2,Male,67,3,3,Human Resources,2,Single,15336,24068,3,Y,Yes,17,4,1,80,1,10,1,2,29,16,5,4
26,No,Travel_Frequently,1316,Sales,15,2,Life Sciences,1,520,2,Female,90,1,2,Healthcare Representative,3,Divorced,15414,11613,5,Y,No,23,3,3,80,1,9,1,2,16,3,2,4
24,Yes,Travel_Rarely,1401,Sales,22,1,Marketing,1,521,2,Female,38,4,3,Research Scientist,4,Married,6797,15755,2,Y,No,22,4,2,80,3,38,1,4,35,18,7,10
45,No,Non-Travel,453,Human Resources,24,1,Marketing,1,522,2,Female,90,1,1,Manufacturing Director,2,Married,5307,17982,2,Y,Yes,22,3,4,80,0,23,3,3,18,4,10,8
31,No,Travel_Rarely,1115,Human Resources,11,1,Technical Degree,1,523,2,Female,45,4,4,Laboratory Technician,2,Single,15721,21435,2,Y,Yes,23,3,2,80,1,37,4,2,6,15,12,2
48,Yes,Travel_Rarely,832,Human Resources,29,3,Life Sciences,1,524,3,Male,31,2,5,Manufacturing Director,2,Divorced,4596,2426,9,Y,No,13,4,3,80,0,23,3,4,20,2,2,17
36,No,Travel_Rarely,808,Research & Development,22,2,Life Sciences,1,525,1,Male,72,3,4,Sales Representative,3,Married,19167,24731,1,Y,Yes,16,4,4,80,2,32,6,3,27,10,8,12
33,No,Travel_Frequently,1379,Sales,26,2,Marketing,1,526,3,Female,71,2,5,Research Director,3,Single,13795,11327,7,Y,No,22,4,4,80,0,16,4,1,2,14,10,11
22,No,Travel_Frequently,750,Human Resources,16,3,Human Resources,1,527,3,Female,86,3,1,Sales Executive,3,Divorced,16984,20756,8,Y,Yes,18,3,2,80,2,35,3,2,13,18,2,8
52,No,Travel_Frequently,923,Research & Development,3,1,Technical Degree,1,528,3,Male,96,2,4,Research Director,2,Married,14134,13521,7,Y,Yes,23,4,4,80,3,34,6,1,1,13,15,9
29,No,Non-Travel,1046,Sales,20,1,Marketing,1,529,4,Male,59,1,1,Healthcare Representative,3,Divorced,12782,19333,9,Y,No,18,3,1,80,0,5,1,3,28,15,15,12
42,No,Travel_Rarely,760,Research & Development,14,5,Marketing,1,530,4,Female,42,2,5,Sales Representative,1,Divorced,11234,3373,2,Y,No,12,3,2,80,2,15,0,4,17,5,0,12
38,No,Non-Travel,198,Sales,3,4,Medical,1,531,3,Female,48,2,2,Sales Executive,3,Divorced,16618,9082,6,Y,Yes,16,3,2,80,0,27,5,1,36,4,12,8
53,No,Travel_Frequently,687,Research & Development,1,2,Medical,1,532,1,Female,36,1,4,Research Scientist,4,Single,19245,11893,9,Y,Yes,17,4,1,80,3,31,4,4,23,16,1,9
40,No,Non-Travel,381,Sales,26,2,Human Resources,1,533,3,Male,38,3,1,Sales Executive,2,Married,12027,20866,1,Y,Yes,22,3,2,80,0,25,0,2,11,15,3,5
33,No,Travel_Rarely,502,Sales,21,2,Technical Degree,1,534,2,Female,83,3,4,Healthcare Representative,2,Single,15986,9593,3,Y,Yes,17,4,3,80,2,10,1,1,31,1,12,6
56,No,Travel_Rarely,1232,Research & Development,15,4,Other,1,535,4,Female,90,1,4,Manager,1,Married,14400,11495,5,Y,No,13,4,3,80,1,24,4,2,17,10,15,14
59,No,Travel_Frequently,799,Human Resources,1,5,Medical,1,536,4,Female,31,2,4,Human Resources,3,Married,5526,18754,4,Y,No,24,3,2,80,1,30,0,2,12,3,10,13
56,No,Travel_Frequently,298,Sales,17,4,Other,1,537,3,Female,79,2,3,Research Director,3,Single,13593,9837,8,Y,Yes,24,3,1,80,1,20,3,2,3,5,1,15
31,No,Non-Travel,1426,Human Resources,2,1,Life Sciences,1,538,3,Female,60,2,1,Sales Representative,4,Single,3622,13172,9,Y,No,19,3,4,80,3,2,6,2,22,6,3,13
48,No,Travel_Frequently,426,Research & Development,29,1,Medical,1,539,1,Male,62,4,1,Healthcare Representative,1,Married,7518,20680,3,Y,Yes,12,3,1,80,1,11,1,2,9,16,3,1
22,No,Travel_Frequently,253,Human Resources,20,2,Medical,1,540,1,Female,40,3,4,Laboratory Technician,4,Married,4657,24708,4,Y,Yes,21,4,3,80,3,39,3,3,4,7,3,8
52,Yes,Travel_Rarely,651,Human Resources,6,3,Technical Degree,1,541,2,Male,62,2,2,Human Resources,4,Married,10699,12317,3,Y,Yes,13,4,2,80,1,24,3,1,39,0,15,2
40,No,Travel_Frequently,504,Human Resources,8,2,Human Resources,1,542,3,Female,36,3,4,Healthcare Representative,2,Divorced,15955,24863,7,Y,No,25,4,1,80,3,16,1,4,13,14,0,5
46,No,Travel_Frequently,561,Human Resources,29,3,Other,1,543,3,Female,60,2,3,Laboratory Technician,2,Married,4656,22529,7,Y,Yes,21,4,4,80,3,37,4,4,33,19,8,4
28,No,Travel_Rarely,231,Human Resources,16,4,Medical,1,544,3,Female,77,1,5,Laboratory Technician,3,Single,18673,12934,2,Y,No,12,4,4,80,0,35,5,3,27,11,9,13
35,No,Travel_Rarely,890,Sales,19,1,Medical,1,545,4,Male,76,1,3,Laboratory Technician,3,Single,7858,22405,0,Y,No,21,4,4,80,1,35,2,4,7,14,10,14
29,No,Non-Travel,973,Sales,1,3,Technical Degree,1,546,2,Male,82,3,2,Manager,4,Single,12401,20748,5,Y,Yes,19,4,4,80,0,18,2,4,15,14,6,17
26,No,Travel_Frequently,183,Sales,3,4,Technical Degree,1,547,1,Male,48,3,4,Sales Executive,3,Married,10758,7230,1,Y,No,14,4,1,80,2,1,5,4,30,8,1,16
27,No,Travel_Rarely,853,Research & Development,28,1,Human Resources,1,548,4,Female,35,1,1,Manufacturing Director,4,Married,3473,15645,1,Y,Yes,12,4,4,80,1,16,1,1,6,15,2,8
34,No,Non-Travel,727,Human Resources,3,3,Other,1,549,4,Female,78,4,4,Research Director,3,Divorced,15281,24354,2,Y,Yes,13,3,3,80,1,29,2,4,2,1,12,8
55,No,Non-Travel,1232,Sales,5,2,Life Sciences,1,550,4,Male,79,1,2,Laboratory Technician,3,Divorced,17964,10954,7,Y,No,23,3,4,80,1,9,5,1,28,14,7,15
24,No,Travel_Frequently,320,Research & Development,27,2,Human Resources,1,551,4,Male,41,2,1,Healthcare Representative,2,Single,14057,14254,2,Y,Yes,14,4,3,80,1,34,0,4,35,14,6,5
30,No,Travel_Frequently,652,Sales,12,2,Life Sciences,1,552,2,Female,52,4,3,Research Scientist,2,Divorced,9673,19388,6,Y,No,25,4,1,80,0,35,5,4,38,6,3,7
57,No,Non-Travel,1491,Sales,12,4,Marketing,1,553,3,Male,83,1,5,Research Scientist,2,Divorced,16281,9057,9,Y,No,24,3,3,80,0,32,4,1,3,12,3,2
59,Yes,Travel_Rarely,1270,Human Resources,20,2,Medical,1,554,1,Female,98,4,5,Sales Representative,2,Single,5251,5755,9,Y,No,20,3,1,80,3,0,6,3,8,16,8,4
26,No,Non-Travel,211,Research & Development,13,5,Other,1,555,1,Male,88,4,4,Laboratory Technician,1,Married,7054,4846,8,Y,Yes,23,3,4,80,0,17,5,4,16,10,15,6
44,Yes,Travel_Frequently,714,Human Resources,20,1,Human Resources,1,556,4,Male,65,4,3,Healthcare Representative,2,Divorced,3716,24646,7,Y,No,16,4,2,80,3,3,3,2,19,9,14,0
19,No,Travel_Rarely,1023,Human Resources,9,4,Medical,1,557,4,Male,32,3,2,Laboratory Technician,1,Married,11204,4964,0,Y,Yes,15,3,3,80,2,26,3,2,13,0,4,3
22,No,Travel_Rarely,574,Sales,7,2,Other,1,558,2,Female,87,1,5,Manager,2,Single,16106,10878,6,Y,Yes,13,3,3,80,0,24,6,3,28,13,13,15
46,No,Non-Travel,935,Human Resources,4,1,Other,1,559,4,Female,84,3,3,Laboratory Technician,3,Single,3310,23021,6,Y,No,20,3,2,80,3,27,1,2,12,4,12,13
54,No,Travel_Frequently,370,Research & Development,19,3,Other,1,560,1,Male,86,3,4,Research Director,4,Divorced,19001,14648,7,Y,No,18,3,1,80,1,21,3,1,35,7,10,0
55,Yes,Non-Travel,520,Human Resources,22,2,Medical,1,561,1,Female,46,2,1,Research Scientist,3,Single,17882,4755,9,Y,Yes,18,3,1,80,2,24,0,4,16,0,4,3
36,No,Non-Travel,806,Human Resources,19,1,Human Resources,1,562,3,Female,68,2,4,Laboratory Technician,3,Single,6257,22008,4,Y,No,17,4,4,80,3,16,5,4,3,6,14,9
25,No,Non-Travel,1490,Human Resources,6,5,Technical Degree,1,563,3,Female,97,4,4,Research Director,1,Single,17846,21116,9,Y,No,13,3,3,80,2,11,6,4,19,1,6,10
18,No,Travel_Rarely,1403,Sales,27,3,Medical,1,564,1,Female,84,4,3,Research Director,2,Divorced,12420,8473,8,Y,No,24,4,1,80,1,15,0,4,10,6,0,6
39,No,Travel_Rarely,1406,Research & Development,13,5,Other,1,565,1,Male,74,2,5,Sales Executive,4,Divorced,15012,16554,8,Y,Yes,25,3,4,80,1,36,1,2,21,6,2,3
34,No,Travel_Frequently,139,Sales,11,1,Human Resources,1,566,2,Female,30,2,3,Research Director,4,Divorced,2468,24735,7,Y,No,11,3,1,80,3,15,3,2,7,8,1,0
24,No,Travel_Frequently,288,Sales,13,5,Marketing,1,567,2,Female,50,1,1,Research Scientist,2,Single,7905,3693,5,Y,Yes,15,3,2,80,3,16,6,2,27,3,10,0
42,No,Non-Travel,1287,Sales,13,1,Life Sciences,1,568,1,Male,50,4,3,Sales Representative,1,Married,14308,13084,5,Y,Yes,11,3,2,80,1,30,2,1,29,6,9,16
21,No,Non-Travel,1093,Sales,28,1,Other,1,569,4,Female,81,4,2,Manager,1,Single,17634,14003,0,Y,No,16,3,2,80,3,14,5,2,32,19,5,9
53,No,Non-Travel,635,Sales,25,5,Marketing,1,570,3,Female,72,2,4,Research Scientist,1,Divorced,16801,19068,5,Y,No,21,4,4,80,1,12,2,2,32,17,10,4
